message,severity,attributes,tags,timestamp
"    output = self.handle(*args, **options)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602379961Z
"    conn = _connect(dsn, connection_factory=connection_factory, **kwasync)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602384122Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602389154Z
"psycopg2.OperationalError: invalid integer value ""{{PGPORT}}"" for connection option ""port""",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602392861Z
,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602396335Z
,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602399476Z
The above exception was the direct cause of the following exception:,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602402519Z
,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602405385Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602408918Z
"  File ""/app/manage.py"", line 22, in <module>",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602411920Z
    main(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602415167Z
"  File ""/app/manage.py"", line 18, in main",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602420003Z
    execute_from_command_line(sys.argv),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.602422979Z
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604051115Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/core/management/base.py"", line 106, in wrapper",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604054890Z
"    res = handle_func(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604058922Z
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604062497Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/core/management/commands/migrate.py"", line 117, in handle",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604065352Z
"    executor = MigrationExecutor(connection, self.migration_progress_callback)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604068074Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604070858Z
^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604073508Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/migrations/executor.py"", line 18, in __init__",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.604080354Z
    self.loader = MigrationLoader(self.connection),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605776241Z
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605780181Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/migrations/loader.py"", line 58, in __init__",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605782876Z
    self.build_graph(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605787570Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/migrations/loader.py"", line 235, in build_graph",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605790126Z
    self.applied_migrations = recorder.applied_migrations(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605793651Z
                              ^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605796943Z
^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605799477Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/migrations/recorder.py"", line 81, in applied_migrations",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605801973Z
    if self.has_table():,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605804544Z
       ^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.605807196Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/migrations/recorder.py"", line 57, in has_table",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607585742Z
    with self.connection.cursor() as cursor:,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607592730Z
         ^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607596520Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/utils/asyncio.py"", line 26, in inner",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607600094Z
"    return func(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607604793Z
           ^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607608609Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/backends/base/base.py"", line 330, in cursor",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607612620Z
    return self._cursor(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607616616Z
           ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607620152Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/backends/base/base.py"", line 306, in _cursor",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607623524Z
    self.ensure_connection(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607627149Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/utils/asyncio.py"", line 26, in inner",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607630712Z
"    return func(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607634408Z
           ^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607638434Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/backends/base/base.py"", line 288, in ensure_connection",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607654621Z
    with self.wrap_database_errors:,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.607658038Z
         ^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609082353Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/utils.py"", line 91, in __exit__",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609087228Z
    raise dj_exc_value.with_traceback(traceback) from exc_value,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609090459Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/backends/base/base.py"", line 289, in ensure_connection",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609093628Z
    self.connect(),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609096728Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/utils/asyncio.py"", line 26, in inner",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609100228Z
"    return func(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609103880Z
           ^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609107475Z
"  File ""/opt/venv/lib/python3.12/site-packages/django/db/backends/base/base.py"", line 270, in connect",error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609111212Z
    self.connection = self.get_new_connection(conn_params),error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609114741Z
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609118712Z
^^^^,error,"{""level"":""error""}","{""project"":""01fd7e65-2b33-4ea3-970b-ce5234ecccf7"",""environment"":""08bf8fca-45d1-4103-bf9d-7562c1b3417a"",""service"":""97e4eb38-4159-4583-9675-ffab82a91ee8"",""deployment"":""3243ccd8-838a-4930-84b8-54b0566daafa"",""replica"":""46065154-c86f-4f3b-8550-550859e49826""}",2026-04-14T22:49:40.609122317Z
